Query,Response,neg,neu,pos,compound
we will be house rich but cash poor,what do you mean,0.333,0.482,0.185,-0.431
what do you mean,our monthly payments will be too high,0.0,1.0,0.0,0.0
our monthly payments will be too high,we wont have any money for other things,0.0,1.0,0.0,0.0
we wont have any money for other things,no we wont have money for gas or food,0.0,1.0,0.0,0.0
no we wont have money for gas or food,well be eating peanut butter sandwiches,0.216,0.784,0.0,-0.296
well be eating peanut butter sandwiches,without the peanut butter,0.0,1.0,0.0,0.0
without the peanut butter,thats no good,0.0,1.0,0.0,0.0
thats no good,we have to find a cheaper house,0.344,0.156,0.499,0.2481
we have to find a cheaper house,of course we cant live without gas or peanut butter,0.0,1.0,0.0,0.0
that is a beautiful house,i dont like it,0.0,0.435,0.565,0.5994
i dont like it,whats the matter with it,0.513,0.487,0.0,-0.2755
whats the matter with it,its on the corner,0.0,0.784,0.216,0.0258
its on the corner,so,0.0,1.0,0.0,0.0
so,that means it gets twice as much traffic,0.0,1.0,0.0,0.0
that means it gets twice as much traffic,youre right,0.0,1.0,0.0,0.0
youre right,when youre inside you will always hear cars stopping and stopping at the intersection,0.0,1.0,0.0,0.0
when youre inside you will always hear cars stopping and stopping at the intersection,or youll hear the collision if someone doesnt stop,0.211,0.789,0.0,-0.296
or youll hear the collision if someone doesnt stop,or youll see the collision if they crash into the house,0.22,0.615,0.166,-0.1561
or youll see the collision if they crash into the house,lets find a house thats at the end of a dead end,0.366,0.634,0.0,-0.6369
lets find a house thats at the end of a dead end,thats perfect the less traffic the better,0.323,0.677,0.0,-0.6486
i hate looking for an apartment,me too,0.481,0.519,0.0,-0.5719
me too,we have a oclock appointment to see the one on main street,0.0,1.0,0.0,0.0
we have a oclock appointment to see the one on main street,wed better get ready to go,0.0,1.0,0.0,0.0
wed better get ready to go,its an upstairs unit,0.0,0.426,0.574,0.6597
its an upstairs unit,thats good because i dont want to live under people with loud feet,0.0,1.0,0.0,0.0
thats good because i dont want to live under people with loud feet,and its a corner unit,0.087,0.708,0.205,0.3975
and its a corner unit,thats great we wont have neighbors on both sides of us,0.0,1.0,0.0,0.0
thats great we wont have neighbors on both sides of us,no pets are allowed,0.0,0.709,0.291,0.6249
no pets are allowed,perfect we dont have to listen to barking dogs,0.423,0.577,0.0,-0.296
perfect we dont have to listen to barking dogs,and there are only six units in the whole building,0.0,0.684,0.316,0.5719
and there are only six units in the whole building,wheres the checkbook im ready to rent it without even seeing it,0.0,1.0,0.0,0.0
did you call the manager,yes he said hed come over tomorrow,0.0,1.0,0.0,0.0
yes he said hed come over tomorrow,did he say what time,0.0,0.69,0.31,0.4019
did he say what time,yes he said hed be here at oclock,0.0,1.0,0.0,0.0
yes he said hed be here at oclock,did he understand what the problem is,0.0,0.722,0.278,0.4019
did he understand what the problem is,yes i told him our doorbell doesnt work,0.31,0.69,0.0,-0.4019
yes i told him our doorbell doesnt work,it shouldnt take him long to fix it,0.0,0.69,0.31,0.4019
it shouldnt take him long to fix it,i dont even know why we need to fix it,0.0,1.0,0.0,0.0
i dont even know why we need to fix it,in case we have visitors,0.0,1.0,0.0,0.0
in case we have visitors,but they can just knock on the door,0.0,1.0,0.0,0.0
but they can just knock on the door,actually i want him to look at our carpet too,0.0,1.0,0.0,0.0
actually i want him to look at our carpet too,yes it would be nice if hed give us a new carpet,0.0,0.86,0.14,0.0772
do you like this house,yes its beautiful,0.0,0.615,0.385,0.3612
yes its beautiful,its perfect for us and the kids,0.0,0.132,0.868,0.765
its perfect for us and the kids,three bedrooms three bathrooms and a big back yard,0.0,0.619,0.381,0.5719
three bedrooms three bathrooms and a big back yard,and we can afford it,0.0,1.0,0.0,0.0
and we can afford it,so are we going to buy it,0.0,1.0,0.0,0.0
so are we going to buy it,im afraid not,0.0,1.0,0.0,0.0
im afraid not,its too far from your job isnt it,0.0,1.0,0.0,0.0
its too far from your job isnt it,i cant spend four hours on the road every day,0.0,1.0,0.0,0.0
i cant spend four hours on the road every day,by the time you get home youll be too tired to even eat,0.0,1.0,0.0,0.0
by the time you get home youll be too tired to even eat,i wont be able to play with the kids,0.195,0.805,0.0,-0.4404
i wont be able to play with the kids,no we have to find something closer to your job,0.0,0.745,0.255,0.34
boy its chilly outside isnt it,it sure is,0.0,1.0,0.0,0.0
it sure is,in fact its chilly in the apartment too,0.0,0.465,0.535,0.3182
in fact its chilly in the apartment too,lets turn on the heat,0.0,1.0,0.0,0.0
lets turn on the heat,ill check to make sure that all the windows are shut,0.0,1.0,0.0,0.0
ill check to make sure that all the windows are shut,it should be warmer in a few minutes,0.0,0.813,0.187,0.3182
it should be warmer in a few minutes,its so nice to have a heated apartment,0.0,0.732,0.268,0.296
its so nice to have a heated apartment,how did they survive in the old days,0.0,0.66,0.34,0.4754
how did they survive in the old days,they had fireplaces,0.0,1.0,0.0,0.0
they had fireplaces,someone had to chop the wood,0.0,1.0,0.0,0.0
someone had to chop the wood,and carry it into the house,0.0,1.0,0.0,0.0
and carry it into the house,all we have to do is flip a switch,0.0,1.0,0.0,0.0
this is a nice neighborhood,the streets are clean and quiet,0.0,0.517,0.483,0.4215
the streets are clean and quiet,the neighbors dont party on the weekends,0.0,0.649,0.351,0.4019
the neighbors dont party on the weekends,people take care of their lawns,0.273,0.727,0.0,-0.3089
people take care of their lawns,no rusty old cars are sitting in the front yards,0.0,0.61,0.39,0.4939
no rusty old cars are sitting in the front yards,we never have to call the police about anything,0.196,0.804,0.0,-0.296
we never have to call the police about anything,our kids are completely safe,0.0,1.0,0.0,0.0
our kids are completely safe,so why are we selling our house,0.0,0.556,0.444,0.4927
so why are we selling our house,theyre building a story apartment building on the corner,0.0,1.0,0.0,0.0
theyre building a story apartment building on the corner,so weve got to sell before property values go down,0.0,1.0,0.0,0.0
so weve got to sell before property values go down,yes i still cant believe our city council allowed this building,0.0,0.769,0.231,0.4019
yes i still cant believe our city council allowed this building,theyre probably getting something under the table,0.0,0.769,0.231,0.4019
that was a huge fire in santa barbara,yes it was,0.247,0.515,0.237,-0.0258
yes it was,they said about houses burned to the ground,0.0,0.426,0.574,0.4019
they said about houses burned to the ground,and they were expensive houses,0.0,1.0,0.0,0.0
and they were expensive houses,i feel so sorry for those people,0.0,1.0,0.0,0.0
i feel so sorry for those people,why feel sorry for rich people,0.242,0.758,0.0,-0.1513
why feel sorry for rich people,i feel sorry for anyone who loses their home,0.146,0.449,0.404,0.5106
i feel sorry for anyone who loses their home,so do i but not if theyre rich,0.375,0.625,0.0,-0.3818
so do i but not if theyre rich,what does that have to do with it,0.357,0.643,0.0,-0.5975
what does that have to do with it,rich people think theyre better than us,0.0,1.0,0.0,0.0
rich people think theyre better than us,how many rich people do you know,0.0,0.435,0.565,0.7579
how many rich people do you know,none,0.0,0.625,0.375,0.5574
bears are invading our neighborhoods,of course they are theyre starving to death,0.0,1.0,0.0,0.0
of course they are theyre starving to death,they should stay in the woods where they belong,0.528,0.472,0.0,-0.7717
they should stay in the woods where they belong,theres no food in the woods,0.0,1.0,0.0,0.0
theres no food in the woods,cant they eat grass,0.306,0.694,0.0,-0.296
cant they eat grass,do you think a bear is a cow,0.0,1.0,0.0,0.0
do you think a bear is a cow,well ive seen them eating berries,0.0,1.0,0.0,0.0
well ive seen them eating berries,berries arent in season all year round,0.0,0.704,0.296,0.2732
berries arent in season all year round,its too dangerous for kids and pets,0.0,1.0,0.0,0.0
its too dangerous for kids and pets,people need to cover their trash cans,0.341,0.659,0.0,-0.4767
people need to cover their trash cans,the police need to shoot all the bears,0.0,1.0,0.0,0.0
the police need to shoot all the bears,you dont solve a problem by shooting it,0.255,0.745,0.0,-0.34
who did you vote for,i voted for obama,0.0,1.0,0.0,0.0
i voted for obama,me too,0.0,1.0,0.0,0.0
me too,he will be a great president,0.0,1.0,0.0,0.0
he will be a great president,everyone likes him,0.0,0.494,0.506,0.6249
everyone likes him,hes a good speaker,0.0,0.417,0.583,0.4215
hes a good speaker,and hes really smart,0.0,0.408,0.592,0.4404
and hes really smart,he will solve our problems,0.0,0.501,0.499,0.4576
he will solve our problems,he will end the war,0.36,0.4,0.24,-0.2263
he will end the war,the next four years will be good years,0.494,0.506,0.0,-0.5994
the next four years will be good years,ill vote for him next time too,0.0,0.707,0.293,0.4404
ill vote for him next time too,i think everyone will,0.0,1.0,0.0,0.0
the election is next week,who are you voting for,0.0,1.0,0.0,0.0
who are you voting for,im not voting for the mayor,0.0,1.0,0.0,0.0
im not voting for the mayor,why not,0.0,1.0,0.0,0.0
why not,he made promises that he didnt keep,0.0,1.0,0.0,0.0
he made promises that he didnt keep,like what,0.0,0.698,0.302,0.3818
like what,he promised to hire more police officers,0.0,0.286,0.714,0.3612
he promised to hire more police officers,how many did he hire,0.0,0.737,0.263,0.3612
how many did he hire,one hundred,0.0,1.0,0.0,0.0
one hundred,maybe he had a good reason,0.0,1.0,0.0,0.0
maybe he had a good reason,maybe hes just a liar,0.0,0.58,0.42,0.4404
maybe hes just a liar,maybe ill vote for someone else too,0.524,0.476,0.0,-0.5106
i cant believe he won the election,only percent of the voters turned out,0.375,0.625,0.0,-0.4585
only percent of the voters turned out,that is a joke,0.0,1.0,0.0,0.0
that is a joke,voting is so important but people dont bother,0.0,0.476,0.524,0.296
voting is so important but people dont bother,many people think their vote doesnt matter,0.0,0.586,0.414,0.5002
many people think their vote doesnt matter,the mayor won by only votes,0.152,0.848,0.0,-0.0191
the mayor won by only votes,were stuck with him for four more years,0.0,0.619,0.381,0.5719
were stuck with him for four more years,voting is so easy you can even mail your ballot in,0.222,0.778,0.0,-0.25
voting is so easy you can even mail your ballot in,all you have to do is vote and put a stamp on it,0.0,0.728,0.272,0.5777
all you have to do is vote and put a stamp on it,how easy is that,0.0,1.0,0.0,0.0
how easy is that,i guess people just dont care,0.0,0.508,0.492,0.4404
i guess people just dont care,theyll care when they see their taxes go up,0.396,0.604,0.0,-0.3875
well we have a new president,but we have the same old problems,0.0,0.656,0.344,0.2732
but we have the same old problems,well hes made a few changes,0.372,0.628,0.0,-0.5499
well hes made a few changes,like what,0.0,0.656,0.344,0.2732
like what,i think he closed the bowling alley in the white house,0.0,0.286,0.714,0.3612
i think he closed the bowling alley in the white house,oh yeah hes changing it to a basketball court,0.0,1.0,0.0,0.0
oh yeah hes changing it to a basketball court,whos paying for that,0.0,0.761,0.239,0.296
whos paying for that,i think we are,0.0,1.0,0.0,0.0
i think we are,well thats okay as long as it helps him relax and think more clearly,0.0,1.0,0.0,0.0
well thats okay as long as it helps him relax and think more clearly,yes we need a relaxed president who thinks clearly,0.0,0.419,0.581,0.8883
yes we need a relaxed president who thinks clearly,do any other world leaders have a basketball court,0.0,0.368,0.632,0.8225
do any other world leaders have a basketball court,they will you know america always leads the way,0.0,1.0,0.0,0.0
people say that everybody loves obama,well more than million people voted for mccain,0.0,0.575,0.425,0.5719
well more than million people voted for mccain,thats million people who dont love obama,0.0,0.792,0.208,0.2732
thats million people who dont love obama,obamas got four years to make everyone happy,0.325,0.675,0.0,-0.5216
obamas got four years to make everyone happy,hes never going to make everyone happy,0.0,0.654,0.346,0.5719
hes never going to make everyone happy,can you imagine being president,0.0,0.619,0.381,0.5719
can you imagine being president,everyone wants you to solve their problems,0.0,1.0,0.0,0.0
everyone wants you to solve their problems,i have enough stress from trying to solve my own problems,0.284,0.526,0.189,-0.2263
i have enough stress from trying to solve my own problems,you and everybody else,0.385,0.49,0.126,-0.5719
you and everybody else,i would never want to be president,0.0,1.0,0.0,0.0
i would never want to be president,but think about all the power youd have,0.196,0.804,0.0,-0.0572
but think about all the power youd have,i prefer my quiet little life to all the power in the world,0.0,1.0,0.0,0.0
did you read this article,what article,0.0,1.0,0.0,0.0
what article,it says the mayor spends only percent of his time on city duties,0.0,1.0,0.0,0.0
it says the mayor spends only percent of his time on city duties,only percent,0.0,1.0,0.0,0.0
only percent,about percent of the time hes traveling,0.0,1.0,0.0,0.0
about percent of the time hes traveling,where does he travel to,0.0,1.0,0.0,0.0
where does he travel to,oh all over the world,0.0,1.0,0.0,0.0
oh all over the world,but hes supposed to be making our city a better place,0.0,1.0,0.0,0.0
but hes supposed to be making our city a better place,hes visiting other cities to get ideas,0.0,0.7,0.3,0.5927
hes visiting other cities to get ideas,cant he just go online,0.0,1.0,0.0,0.0
cant he just go online,the rest of the time hes raising money for his reelection,0.0,1.0,0.0,0.0
the rest of the time hes raising money for his reelection,well hell never get reelected once this news gets out,0.0,1.0,0.0,0.0
